alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity
2.9071,-9.3899,-2.3571,0.72542,-0.4971899999999999,-0.7406699999999999,0.3896699999999999,-9.754,1.5956,0.65686,-0.7084199999999999,0.010776,2
2.7267,-7.4082,-6.1661,0.0055658999999999,-0.90807,-0.12377,-5.4505,-1.9932,7.6816,-0.7196100000000001,0.75975,0.87284,2
3.6097,-6.5293,6.4805,0.64007,-0.7185699999999999,-0.051081,-8.7044,-1.4404,3.9592,-0.50784,-0.6098600000000001,0.625,2
-0.2487,-9.8715,0.97269,-0.71058,-0.7242,0.21611,-8.2997,-4.917,-0.70419,-0.96078,0.10883,-0.25216,2
2.2647,-9.5294,-2.4434,0.34137,-0.28705,0.34774,-8.8948,-3.0649,2.5134,-0.20392,-0.0636549999999999,0.8254299999999999,2
-0.10927,-9.6849,0.81675,-0.7217100000000001,-0.7185699999999999,0.21415,-8.2847,-4.7792,-0.91604,-0.98431,0.098563,-0.28448,2
0.64248,-9.7183,0.44759,0.58813,-0.80488,-0.5422399999999999,-7.403,-2.7797,6.0277,-0.084314,-0.75975,0.55603,2
2.6248,-7.3781,-6.1239,-0.012987,-0.90619,-0.1336,-5.309,-2.0136,7.6389,-0.7,0.74743,0.87069,2
1.4544,-9.4521,2.3128,-0.60297,-0.7260800000000001,0.33988,-8.831,-3.6375,2.2452,-1.0,0.17659,0.0043103,2
2.7931,-9.2116,-2.3493,0.72542,-0.49156,-0.75049,0.14153,-9.5354,1.4607,0.63922,-0.7186899999999999,-0.0021552,2
2.7171,-7.5276,-6.2242,-0.0092763999999999,-0.91182,-0.1218099999999999,-5.5056,-1.9616,7.8394,-0.7156899999999999,0.75565,0.8663799999999999,2
-0.035044,-9.7921,0.98921,-0.7217100000000001,-0.7035600000000001,0.23576,-8.4293,-4.8673,-0.73295,-0.96667,0.11499,-0.25216,2
3.3262,-6.847,6.3888,0.60853,-0.72795,-0.021611,-8.8968,-1.3399,4.0059,-0.50588,-0.6242300000000001,0.61638,2
0.83654,-9.8781,0.30613,0.5825600000000001,-0.81801,-0.53242,-7.0855,-2.6194,6.0565,-0.0529409999999999,-0.7823399999999999,0.5344800000000001,2
2.9781,-9.2903,-2.2993,0.70501,-0.50844,-0.73477,0.49892,-9.6342,1.5808,0.65686,-0.7063699999999999,-0.010776,2
0.81726,-9.997,0.29999,0.59926,-0.80113,-0.53045,-7.0993,-2.8906,5.9388,-0.076471,-0.7659100000000001,0.54095,2
1.2995,-9.3439,2.2437,-0.5899800000000001,-0.71482,0.34185,-8.5222,-3.8298,2.0168,-1.0039,0.18891,-0.012931,2
2.6248,-7.3781,-6.1239,-0.012987,-0.90619,-0.1336,-5.309,-2.0136,7.6389,-0.7,0.74743,0.87069,2
1.3809,-9.3841,2.18,-0.58813,-0.71295,0.36346,-8.6538,-3.826,2.4025,-1.0,0.17864,0.0064655,2
0.7640399999999999,-8.8882,4.2507,-0.47866,-0.53471,0.63261,-6.6395,-2.1630000000000003,6.7044,-0.7196100000000001,0.47228,0.60129,2
1.2099,-9.3417,2.4617,-0.59926,-0.7167,0.35363,-8.9287,-3.6981,2.1901,-1.002,0.16838,-0.0021552,2
0.056158,-9.5927,1.1251,-0.71429,-0.7167,0.2239699999999999,-8.4084,-4.9474,-0.73695,-0.97059,0.11499,-0.26078,2
1.405,-9.5905,2.3366,-0.6141,-0.7185699999999999,0.35363,-8.6406,-3.5579,2.2075,-0.98824,0.17864,-0.0043103,2
0.91704,-8.8582,4.2746,-0.49165,-0.54597,0.62868,-6.6646,-2.4237,6.6288,-0.71373,0.47023,0.6077600000000001,2
1.5793,-9.5197,2.4877,-0.5844199999999999,-0.7317100000000001,0.35953,-8.8537,-3.6765,2.3474,-0.99608,0.16427,0.0064655,2
-0.035044,-9.7921,0.98921,-0.7217100000000001,-0.7035600000000001,0.23576,-8.4293,-4.8673,-0.73295,-0.96667,0.11499,-0.25216,2
-0.1966,-9.9304,1.0223,-0.7217100000000001,-0.7242,0.2298599999999999,-8.5115,-4.7869,-0.68726,-0.98039,0.1108799999999999,-0.2694,2
3.1208,-9.5298,-0.50778,0.69202,-0.6641699999999999,-0.72495,-1.1078,-7.2266,6.3366,0.3392199999999999,-0.87064,0.46767,2
0.81726,-9.997,0.29999,0.59926,-0.80113,-0.53045,-7.0993,-2.8906,5.9388,-0.076471,-0.7659100000000001,0.54095,2
2.8533,-9.4921,-0.69607,0.68089,-0.65103,-0.6994100000000001,-1.252,-7.109,6.1029,0.33333,-0.846,0.47629,2
3.3817,-6.3728,6.2881,0.63265,-0.7185699999999999,-0.041257,-8.9532,-1.268,4.197,-0.51373,-0.6037,0.6056,2
3.1642,-9.3379,-2.1019,0.7328399999999999,-0.50469,-0.72888,0.29599,-9.7329,1.7113,0.66078,-0.7084199999999999,0.021552,2
3.1208,-9.5298,-0.50778,0.69202,-0.6641699999999999,-0.72495,-1.1078,-7.2266,6.3366,0.3392199999999999,-0.87064,0.46767,2
-0.015499,-9.723,0.97203,-0.73098,-0.69981,0.2239699999999999,-8.4698,-4.8506,-1.055,-0.98431,0.1108799999999999,-0.27371,2
3.1208,-9.5298,-0.50778,0.69202,-0.6641699999999999,-0.72495,-1.1078,-7.2266,6.3366,0.3392199999999999,-0.87064,0.46767,2
1.0483,-8.8096,4.1846,-0.4731,-0.54409,0.64047,-6.7563,-2.6026,6.7449,-0.7,0.45791,0.59267,2
3.3942,-6.5304,6.3637,0.63451,-0.71482,-0.041257,-8.8746,-1.3905,3.9513,-0.51176,-0.6242300000000001,0.61853,2
3.1208,-9.5298,-0.50778,0.69202,-0.6641699999999999,-0.72495,-1.1078,-7.2266,6.3366,0.3392199999999999,-0.87064,0.46767,2
2.0626,-9.4274,-2.1487,0.35622,-0.30582,0.3497099999999999,-8.9966,-3.2071,2.2876,-0.20784,-0.065708,0.8319,2
3.0747,-9.2051,-0.7107600000000001,0.68089,-0.65291,-0.7229899999999999,-1.7521,-7.1289,6.1123,0.31765,-0.85626,0.4806,2
2.3261,-9.3592,-2.2572,0.36549,-0.29456,0.34774,-8.9217,-2.9762,2.3824,-0.20196,-0.075975,0.8232799999999999,2
0.54893,-9.66,0.33499,0.59555,-0.81989,-0.53635,-6.9798,-2.8173,6.2654,-0.0529409999999999,-0.7679699999999999,0.5474100000000001,2
3.169,-6.6412,6.1788,0.63265,-0.72233,-0.035363,-8.9159,-1.1708,3.9206,-0.5019600000000001,-0.61602,0.61853,2
3.394,-6.6406,6.2332,0.63822,-0.72045,-0.021611,-8.9434,-1.1484,4.1613,-0.49608,-0.59343,0.60345,2
2.6248,-7.3781,-6.1239,-0.012987,-0.90619,-0.1336,-5.309,-2.0136,7.6389,-0.7,0.74743,0.87069,2
0.33778,-9.5868,0.72195,0.50835,-0.84803,-0.5422399999999999,-5.0253,-7.3139,3.6135,0.18431,-0.7269,0.4116399999999999,2
3.0747,-9.2051,-0.7107600000000001,0.68089,-0.65291,-0.7229899999999999,-1.7521,-7.1289,6.1123,0.31765,-0.85626,0.4806,2
-0.1477,-9.8925,0.84765,-0.718,-0.7185699999999999,0.23576,-8.3775,-4.9477,-0.76822,-0.97647,0.10062,-0.23922,2
1.2099,-9.3417,2.4617,-0.59926,-0.7167,0.35363,-8.9287,-3.6981,2.1901,-1.002,0.16838,-0.0021552,2
2.1451,-9.6066,-2.2401,0.35622,-0.30582,0.3497099999999999,-9.0079,-3.1967,2.3297,-0.21176,-0.0636549999999999,0.81034,2
0.91704,-8.8582,4.2746,-0.49165,-0.54597,0.62868,-6.6646,-2.4237,6.6288,-0.71373,0.47023,0.6077600000000001,2
0.83654,-9.8781,0.30613,0.5825600000000001,-0.81801,-0.53242,-7.0855,-2.6194,6.0565,-0.0529409999999999,-0.7823399999999999,0.5344800000000001,2
2.8914,-7.5367,-6.15,-0.020408,-0.9137,-0.14342,-5.46,-2.0631,7.6885,-0.7117600000000001,0.75359,0.8685299999999999,2
0.66897,-8.6914,4.1242,-0.48423,-0.53846,0.63065,-6.7769,-2.5525,6.7474,-0.71373,0.48665,0.5905199999999999,2
1.3732,-9.4916,2.3204,-0.5974,-0.7242,0.33988,-8.5614,-3.767,2.3012,-1.0,0.17043,0.0,2
1.3538,-9.5407,2.3698,-0.60111,-0.70919,0.34185,-8.6884,-3.7281,2.1886,-0.99804,0.17248,-0.0064655,2
2.3561,-9.3099,-2.2753,0.35065,-0.29644,0.35167,-9.0254,-3.0647,2.5343,-0.2098,-0.067762,0.8297399999999999,2
0.44404,-9.7226,1.0079,0.5139100000000001,-0.8349,-0.53635,-4.9635,-7.3344,3.5604,0.1902,-0.73101,0.38793,2
2.9056,-9.6708,-0.74615,0.67718,-0.65666,-0.71906,-1.5938,-7.2213,5.8681,0.34118,-0.8439399999999999,0.47198,2
0.48413,-9.6233,1.0341,0.5213399999999999,-0.85929,-0.53635,-5.2381,-7.3428,3.7162,0.18039,-0.7084199999999999,0.39871,2
0.60768,-9.8922,0.87605,0.50649,-0.8555299999999999,-0.5167,-5.152,-7.2718,3.8239,0.19216,-0.71458,0.40948,2
3.0981,-9.5222,-0.7368,0.6957300000000001,-0.65666,-0.70334,-1.5391,-7.3093,6.072,0.3392199999999999,-0.8583200000000001,0.48276,2
0.83654,-9.8781,0.30613,0.5825600000000001,-0.81801,-0.53242,-7.0855,-2.6194,6.0565,-0.0529409999999999,-0.7823399999999999,0.5344800000000001,2
0.3593699999999999,-9.6557,0.77081,0.5120600000000001,-0.8424,-0.52259,-5.3262,-7.2836,3.6358,0.17451,-0.71663,0.40302,2
1.2014,-9.56,2.4194,-0.60668,-0.71295,0.33202,-8.68,-3.8571,2.2863,-1.0078,0.17659,-0.0043103,2
2.4090000000000003,-9.5379,-2.307,0.34137,-0.29456,0.33399,-8.853,-3.0854,2.4603,-0.20784,-0.0636549999999999,0.8275899999999999,2
-0.056019,-9.7327,0.99197,-0.70872,-0.70732,0.2239699999999999,-8.6513,-4.8368,-0.6793399999999999,-0.98431,0.12115,-0.27155,2
2.6547,-7.3388,-6.1529,-0.014842,-0.90994,-0.12377,-5.4363,-1.9813,7.8697,-0.69804,0.74743,0.87931,2
3.3942,-6.5304,6.3637,0.63451,-0.71482,-0.041257,-8.8746,-1.3905,3.9513,-0.51176,-0.6242300000000001,0.61853,2
2.2461,-9.4575,-2.19,0.35065,-0.28143,0.3497099999999999,-8.7465,-3.1341,2.5933,-0.22353,-0.055441,0.81897,2
3.3262,-6.847,6.3888,0.60853,-0.72795,-0.021611,-8.8968,-1.3399,4.0059,-0.50588,-0.6242300000000001,0.61638,2
2.7076,-7.5569,-6.1841,-0.0037106,-0.91557,-0.12377,-5.4812,-1.8833,7.6662,-0.7117600000000001,0.7679699999999999,0.8599100000000001,2
0.035912,-9.7526,0.98148,-0.71985,-0.72045,0.222,-8.4122,-4.976,-0.60297,-0.98627,0.12115,-0.24569,2
0.8758,-8.9787,4.1119,-0.47495,-0.5403399999999999,0.6188600000000001,-6.5462,-2.6425,6.7533,-0.69216,0.44353,0.6056,2
2.7076,-7.5569,-6.1841,-0.0037106,-0.91557,-0.12377,-5.4812,-1.8833,7.6662,-0.7117600000000001,0.7679699999999999,0.8599100000000001,2
1.374,-9.5609,2.3274,-0.60111,-0.7185699999999999,0.35167,-8.555,-3.7791,2.0923,-0.99804,0.1848,0.0,2
2.9132,-7.4753,-5.9488,-0.0092763999999999,-0.89681,-0.11788,-5.4945,-2.0816,7.8438,-0.7156899999999999,0.7659100000000001,0.8685299999999999,2
2.2647,-9.5294,-2.4434,0.34137,-0.28705,0.34774,-8.8948,-3.0649,2.5134,-0.20392,-0.0636549999999999,0.8254299999999999,2
2.6156,-7.4271,-6.0744,-0.0092763999999999,-0.90432,-0.1336,-5.5462,-1.9614,7.8603,-0.7215699999999999,0.77207,0.8620700000000001,2
1.4875,-9.5996,2.4203,-0.5936899999999999,-0.7260800000000001,0.34774,-8.7738,-3.5569,2.3117,-0.99216,0.17043,0.012931,2
2.2762,-9.4681,-2.2527,0.34137,-0.29268,0.34185,-8.8594,-3.1265,2.3541,-0.19608,-0.075975,0.84052,2
0.45146,-9.7254,0.72658,0.5231899999999999,-0.85741,-0.53438,-5.1573,-7.1936,3.6403,0.16863,-0.7104699999999999,0.4116399999999999,2
2.0915,-9.3791,-2.271,0.35993,-0.30769,0.33792,-8.8786,-3.027,2.2966,-0.22157,-0.067762,0.84483,2
2.7477,-7.4576,-6.1579,-0.018553,-0.9137,-0.1218099999999999,-5.3323,-2.1122,7.7798,-0.7058800000000001,0.7679699999999999,0.8556,2
0.76571,-9.9975,0.24736,0.61039,-0.81801,-0.54028,-7.0648,-2.7094,6.0624,-0.07451,-0.77823,0.55172,2
1.3737,-9.6812,2.1755,-0.60297,-0.72233,0.35756,-8.6554,-3.6361,2.3911,-0.98039,0.18275,0.0043103,2
0.035912,-9.7526,0.98148,-0.71985,-0.72045,0.222,-8.4122,-4.976,-0.60297,-0.98627,0.12115,-0.24569,2
1.2014,-9.56,2.4194,-0.60668,-0.71295,0.33202,-8.68,-3.8571,2.2863,-1.0078,0.17659,-0.0043103,2
0.80297,-9.7211,0.16781,0.5918399999999999,-0.79925,-0.53438,-6.9567,-2.7287,6.1344,-0.076471,-0.7823399999999999,0.5625,2
2.9027,-7.4656,-5.9693,-0.0018553,-0.91182,-0.1277,-5.4807,-2.1426,7.7366,-0.72549,0.76181,0.85129,2
2.0626,-9.4274,-2.1487,0.35622,-0.30582,0.3497099999999999,-8.9966,-3.2071,2.2876,-0.20784,-0.065708,0.8319,2
2.6842,-7.3099,-6.2345,-0.0055658999999999,-0.91182,-0.12967,-5.5657,-2.1144,7.5609,-0.7098,0.75154,0.87931,2
2.6144,-7.3883,-6.1558,-0.011132,-0.90994,-0.11395,-5.6004,-1.9733,7.6722,-0.70196,0.74743,0.8814700000000001,2
1.2304,-9.5516,2.2639,-0.5974,-0.70732,0.36149,-8.5041,-3.6066,2.3405,-1.0118,0.16838,0.0086207,2
3.6055,-6.6335,5.9544,0.6196699999999999,-0.72233,-0.041257,-8.8071,-1.4495,4.0525,-0.5,-0.6119100000000001,0.6099100000000001,2
0.91704,-8.8582,4.2746,-0.49165,-0.54597,0.62868,-6.6646,-2.4237,6.6288,-0.71373,0.47023,0.6077600000000001,2
0.49377,-9.6739,0.92749,0.49536,-0.84991,-0.52259,-5.1457,-7.3536,3.6427,0.18039,-0.7104699999999999,0.39655,2
-0.035044,-9.7921,0.98921,-0.7217100000000001,-0.7035600000000001,0.23576,-8.4293,-4.8673,-0.73295,-0.96667,0.11499,-0.25216,2
0.76571,-9.9975,0.24736,0.61039,-0.81801,-0.54028,-7.0648,-2.7094,6.0624,-0.07451,-0.77823,0.55172,2
0.8758,-8.9787,4.1119,-0.47495,-0.5403399999999999,0.6188600000000001,-6.5462,-2.6425,6.7533,-0.69216,0.44353,0.6056,2
2.6842,-7.3099,-6.2345,-0.0055658999999999,-0.91182,-0.12967,-5.5657,-2.1144,7.5609,-0.7098,0.75154,0.87931,2
0.81421,-8.699,4.3544,-0.49536,-0.53283,0.62868,-6.8155,-2.5929,6.7141,-0.7078399999999999,0.46407,0.62931,2
2.3485,-9.4372,-2.1359,0.34137,-0.28705,0.33988,-9.0003,-3.1261,2.3854,-0.22157,-0.032854,0.83405,2
0.056158,-9.5927,1.1251,-0.71429,-0.7167,0.2239699999999999,-8.4084,-4.9474,-0.73695,-0.97059,0.11499,-0.26078,2
0.54893,-9.66,0.33499,0.59555,-0.81989,-0.53635,-6.9798,-2.8173,6.2654,-0.0529409999999999,-0.7679699999999999,0.5474100000000001,2
2.8236,-9.4117,-2.5569,0.72542,-0.4878,-0.75049,0.87121,-9.7247,1.5346,0.6705899999999999,-0.68378,-0.0021552,2
0.98726,-8.8395,4.1721,-0.47866,-0.5515899999999999,0.63261,-6.5187,-2.5818,6.8188,-0.7058800000000001,0.46817,0.60129,2
2.7171,-7.5276,-6.2242,-0.0092763999999999,-0.91182,-0.1218099999999999,-5.5056,-1.9616,7.8394,-0.7156899999999999,0.75565,0.8663799999999999,2
2.8319,-7.685,-6.1268,-0.0241189999999999,-0.92495,-0.11395,-5.5001,-1.7541,7.5894,-0.71373,0.74949,0.8642200000000001,2
3.1208,-9.5298,-0.50778,0.69202,-0.6641699999999999,-0.72495,-1.1078,-7.2266,6.3366,0.3392199999999999,-0.87064,0.46767,2
2.6565,-7.5069,-6.1404,-0.018553,-0.91182,-0.12574,-5.3846,-2.0716,7.8443,-0.7156899999999999,0.75565,0.87931,2
2.7267,-7.4082,-6.1661,0.0055658999999999,-0.90807,-0.12377,-5.4505,-1.9932,7.6816,-0.7196100000000001,0.75975,0.87284,2
2.6144,-7.3883,-6.1558,-0.011132,-0.90994,-0.11395,-5.6004,-1.9733,7.6722,-0.70196,0.74743,0.8814700000000001,2
1.1298,-8.8498,4.1313,-0.4731,-0.5572199999999999,0.63065,-6.5082,-2.2531,6.6894,-0.69608,0.47844,0.5905199999999999,2
0.80297,-9.7211,0.16781,0.5918399999999999,-0.79925,-0.53438,-6.9567,-2.7287,6.1344,-0.076471,-0.7823399999999999,0.5625,2
0.76571,-9.9975,0.24736,0.61039,-0.81801,-0.54028,-7.0648,-2.7094,6.0624,-0.07451,-0.77823,0.55172,2
0.11723,-9.7629,0.94011,-0.7013,-0.69794,0.21611,-8.517999999999999,-4.9575,-0.74787,-0.98431,0.11294,-0.25431,2
1.4875,-9.5996,2.4203,-0.5936899999999999,-0.7260800000000001,0.34774,-8.7738,-3.5569,2.3117,-0.99216,0.17043,0.012931,2
0.65264,-8.8573,4.3657,-0.47681,-0.55535,0.63261,-6.501,-2.4415,6.8467,-0.7156899999999999,0.45996,0.58621,2
3.0386,-9.271,-2.3498,0.71985,-0.49906,-0.7328100000000001,0.5787100000000001,-9.5345,1.5545,0.6705899999999999,-0.71253,0.010776,2
1.2317,-9.5003,2.4436,-0.5918399999999999,-0.7242,0.35167,-8.8517,-3.7669,2.3117,-1.0137,0.1848,0.010776,2
0.81421,-8.699,4.3544,-0.49536,-0.53283,0.62868,-6.8155,-2.5929,6.7141,-0.7078399999999999,0.46407,0.62931,2
1.4047,-9.5008,2.3932,-0.60668,-0.70732,0.3497099999999999,-8.527999999999999,-3.7083,2.1688,-0.9902,0.17659,0.019397,2
0.98726,-8.8395,4.1721,-0.47866,-0.5515899999999999,0.63261,-6.5187,-2.5818,6.8188,-0.7058800000000001,0.46817,0.60129,2
0.78452,-9.8391,0.24506,0.60111,-0.81426,-0.55403,-7.0496,-2.9702,5.9765,-0.0803919999999999,-0.76386,0.5452600000000001,2
3.4968,-6.7,6.2416,0.6270899999999999,-0.71107,-0.041257,-8.6565,-1.3101,3.9866,-0.49608,-0.59548,0.6056,2
0.4535,-9.7433,0.9132,0.50835,-0.86116,-0.55206,-5.0253,-7.4235,3.6497,0.17059,-0.7227899999999999,0.40517,2
2.6842,-7.3099,-6.2345,-0.0055658999999999,-0.91182,-0.12967,-5.5657,-2.1144,7.5609,-0.7098,0.75154,0.87931,2
-0.026199,-9.8135,0.8319799999999999,-0.73655,-0.71482,0.2298599999999999,-8.5598,-4.8572,-0.7220300000000001,-0.97059,0.10678,-0.2586199999999999,2
0.84636,-8.9375,4.2699,-0.46753,-0.54784,0.63261,-6.7476,-2.5224,6.7593,-0.7,0.47228,0.6077600000000001,2
2.2647,-9.5294,-2.4434,0.34137,-0.28705,0.34774,-8.8948,-3.0649,2.5134,-0.20392,-0.0636549999999999,0.8254299999999999,2
2.2138,-9.4293,-2.3347,0.3525,-0.28893,0.3497099999999999,-8.8438,-3.2845,2.5545,-0.21176,-0.065708,0.8275899999999999,2
0.33281,-9.7316,1.1001,0.49722,-0.8555299999999999,-0.54813,-5.1183,-7.4026,3.7445,0.18039,-0.71458,0.40302,2
2.8135,-9.1116,-2.2504,0.71058,-0.49531,-0.73674,0.50341,-9.536,1.3982,0.6549,-0.72485,-0.012931,2
0.72277,-9.7196,0.3129099999999999,0.5974,-0.82176,-0.5442,-7.1972,-2.8016,5.8391,-0.084314,-0.74743,0.55172,2
0.6211399999999999,-9.8292,0.2439199999999999,0.60111,-0.80488,-0.53635,-6.9493,-2.9105,5.9482,-0.060784,-0.76181,0.57112,2
2.3667,-9.4295,-2.3541,0.35436,-0.2983099999999999,0.35167,-8.8799,-3.216,2.4017,-0.20784,-0.073922,0.8319,2
2.7673,-7.5685,-6.3507,-0.0092763999999999,-0.90432,-0.14145,-5.5339,-1.8326,7.7417,-0.7117600000000001,0.74949,0.875,2
0.64223,-9.8786,0.26249,0.58627,-0.8086300000000001,-0.5383100000000001,-7.3893,-2.7511,5.8937,-0.088235,-0.77823,0.5625,2
3.7191,-6.6522,6.0692,0.64193,-0.70919,-0.037328,-8.8078,-1.2499,4.0104,-0.51765,-0.59138,0.6077600000000001,2
1.4544,-9.4521,2.3128,-0.60297,-0.7260800000000001,0.33988,-8.831,-3.6375,2.2452,-1.0,0.17659,0.0043103,2
2.2646,-9.4495,-2.3769,0.35807,-0.30582,0.35756,-8.9182,-3.0671,2.2946,-0.22353,-0.073922,0.83405,2
0.29162,-9.792,1.0029,0.49351,-0.86867,-0.56385,-5.1859,-7.3934,3.6616,0.17647,-0.71663,0.4116399999999999,2
0.4535,-9.7433,0.9132,0.50835,-0.86116,-0.55206,-5.0253,-7.4235,3.6497,0.17059,-0.7227899999999999,0.40517,2
3.6097,-6.5293,6.4805,0.64007,-0.7185699999999999,-0.051081,-8.7044,-1.4404,3.9592,-0.50784,-0.6098600000000001,0.625,2
2.4090000000000003,-9.5379,-2.307,0.34137,-0.29456,0.33399,-8.853,-3.0854,2.4603,-0.20784,-0.0636549999999999,0.8275899999999999,2
2.5294,-9.4001,-2.3822,0.35622,-0.30769,0.33595,-9.0217,-3.1157,2.4275,-0.20392,-0.078029,0.80603,2
2.8163,-7.4005,-6.3835,-0.0055658999999999,-0.92308,-0.12574,-5.4205,-1.9633,7.6727,-0.69412,0.74127,0.8814700000000001,2
2.6842,-7.3099,-6.2345,-0.0055658999999999,-0.91182,-0.12967,-5.5657,-2.1144,7.5609,-0.7098,0.75154,0.87931,2
0.8758,-8.9787,4.1119,-0.47495,-0.5403399999999999,0.6188600000000001,-6.5462,-2.6425,6.7533,-0.69216,0.44353,0.6056,2
2.685,-7.3691,-6.2166,-0.0037106,-0.9137,-0.14538,-5.5661,-2.0545,7.5535,-0.7,0.77207,0.8685299999999999,2
2.3869,-9.4696,-2.4079,0.35993,-0.30206,0.35953,-8.9628,-3.0456,2.4415,-0.19804,-0.061602,0.8254299999999999,2
3.5574,-6.6806,6.2015,0.62338,-0.7260800000000001,-0.02947,-8.9073,-1.2401,3.9901,-0.50784,-0.6119100000000001,0.5819,2
0.43186,-9.6246,0.90851,0.52505,-0.86492,-0.5383100000000001,-5.2936,-7.3244,3.5609,0.18235,-0.70431,0.40733,2
2.3261,-9.4792,-2.3778,0.34508,-0.2983099999999999,0.35363,-8.8856,-3.1543,2.5715,-0.20784,-0.053388,0.8254299999999999,2
1.2099,-9.3417,2.4617,-0.59926,-0.7167,0.35363,-8.9287,-3.6981,2.1901,-1.002,0.16838,-0.0021552,2
2.3261,-9.3592,-2.2572,0.36549,-0.29456,0.34774,-8.9217,-2.9762,2.3824,-0.20196,-0.075975,0.8232799999999999,2
0.6211399999999999,-9.8292,0.2439199999999999,0.60111,-0.80488,-0.53635,-6.9493,-2.9105,5.9482,-0.060784,-0.76181,0.57112,2
2.2551,-9.4088,-2.2708,0.33952,-0.30019,0.34185,-9.045,-2.9651,2.4872,-0.2098,-0.078029,0.8254299999999999,2
2.7885,-7.6277,-6.3327,-0.0018553,-0.9137,-0.13752,-5.4815,-2.1523,7.7674,-0.7215699999999999,0.76181,0.8663799999999999,2
0.76571,-9.9975,0.24736,0.61039,-0.81801,-0.54028,-7.0648,-2.7094,6.0624,-0.07451,-0.77823,0.55172,2
-0.035044,-9.7921,0.98921,-0.7217100000000001,-0.7035600000000001,0.23576,-8.4293,-4.8673,-0.73295,-0.96667,0.11499,-0.25216,2
3.6055,-6.6335,5.9544,0.6196699999999999,-0.72233,-0.041257,-8.8071,-1.4495,4.0525,-0.5,-0.6119100000000001,0.6099100000000001,2
0.48413,-9.6233,1.0341,0.5213399999999999,-0.85929,-0.53635,-5.2381,-7.3428,3.7162,0.18039,-0.7084199999999999,0.39871,2
0.84531,-8.8486,4.2535,-0.4860899999999999,-0.5403399999999999,0.6444,-6.4282,-2.3029,6.7078,-0.7058800000000001,0.46201,0.6056,2
0.12752,-9.7928,0.91789,-0.71429,-0.7035600000000001,0.23379,-8.3893,-4.8972,-0.7240300000000001,-0.99412,0.11294,-0.24784,2
2.986,-9.442,-0.6401600000000001,0.69202,-0.64165,-0.70923,-1.5489,-7.11,5.9987,0.31569,-0.8603700000000001,0.48707,2
0.76571,-9.9975,0.24736,0.61039,-0.81801,-0.54028,-7.0648,-2.7094,6.0624,-0.07451,-0.77823,0.55172,2
0.63131,-9.7593,0.3100199999999999,0.5918399999999999,-0.7955,-0.53438,-6.9923,-2.8996,6.0425,-0.0529409999999999,-0.77413,0.53879,2
2.7171,-7.5276,-6.2242,-0.0092763999999999,-0.91182,-0.1218099999999999,-5.5056,-1.9616,7.8394,-0.7156899999999999,0.75565,0.8663799999999999,2
2.7927,-9.302,-2.4788,0.7217100000000001,-0.4971899999999999,-0.73477,0.66419,-9.4134,1.6647,0.66275,-0.68994,0.0021552,2
0.99694,-8.73,4.2297,-0.4823699999999999,-0.55347,0.6267199999999999,-6.4624,-2.3414,6.8621,-0.70196,0.4846,0.59267,2
0.98726,-8.8395,4.1721,-0.47866,-0.5515899999999999,0.63261,-6.5187,-2.5818,6.8188,-0.7058800000000001,0.46817,0.60129,2
0.74353,-8.8883,4.2401,-0.48794,-0.54409,0.64047,-6.5762,-2.3933,6.672000000000001,-0.69608,0.46612,0.5905199999999999,2
0.077849,-9.7714,1.0747,-0.71985,-0.7185699999999999,0.2279,-8.3516,-4.7769,-0.68676,-0.97059,0.11294,-0.24353,2
2.2647,-9.5294,-2.4434,0.34137,-0.28705,0.34774,-8.8948,-3.0649,2.5134,-0.20392,-0.0636549999999999,0.8254299999999999,2
2.4694,-9.4287,-2.2801,0.35993,-0.30206,0.35167,-9.0256,-3.0446,2.5353,-0.22157,-0.069815,0.8297399999999999,2
1.3428,-9.4315,2.396,-0.5936899999999999,-0.7185699999999999,0.3497099999999999,-8.792,-3.6272,2.277,-1.0,0.17864,0.0043103,2
0.77518,-9.1073,4.1253,-0.4712399999999999,-0.53846,0.63261,-6.4519,-2.5509,6.9141,-0.7117600000000001,0.46407,0.60129,2
0.54893,-9.66,0.33499,0.59555,-0.81989,-0.53635,-6.9798,-2.8173,6.2654,-0.0529409999999999,-0.7679699999999999,0.5474100000000001,2
2.77,-7.5557,-6.0688,-0.0092763999999999,-0.91745,-0.1159099999999999,-5.4858,-2.2439,7.6066,-0.71765,0.72895,0.84698,2
0.077849,-9.7714,1.0747,-0.71985,-0.7185699999999999,0.2279,-8.3516,-4.7769,-0.68676,-0.97059,0.11294,-0.24353,2
2.8547,-9.4907,-0.55015,0.68275,-0.65666,-0.7328100000000001,-1.5902,-7.2391,6.086,0.32549,-0.84805,0.46767,2
0.48413,-9.6233,1.0341,0.5213399999999999,-0.85929,-0.53635,-5.2381,-7.3428,3.7162,0.18039,-0.7084199999999999,0.39871,2
1.3932,-9.5021,2.268,-0.5825600000000001,-0.72233,0.34185,-8.6561,-3.5761,2.3941,-0.97647,0.17864,0.0043103,2
-0.016051,-9.7635,0.87625,-0.72356,-0.7317100000000001,0.2239699999999999,-8.2697,-4.8871,-0.71311,-0.98235,0.1191,-0.24784,2
